date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:40:44	89577/89577	---MC-	200	added ('OK')	image/png	etag:%229df26cdd3e716f3c3892a87fb3dce9b6%22	https://framerusercontent.com/images/01BfkHr3gpc6Hx4KaQmdOAfzEMg.png?scale-down-to=512&width=1080&height=1080%20512w,https://framerusercontent.com/images/01BfkHr3gpc6Hx4KaQmdOAfzEMg.png?scale-down-to=1024&width=1080&height=1080%201024w,https://framerusercontent.com/images/01BfkHr3gpc6Hx4KaQmdOAfzEMg.png?width=1080&height=1080%201080w	C:/My%20Web%20Sites/web/framerusercontent.com/images/01BfkHr3gpc6Hx4KaQmdOAfzEMge21b.png	(from https://goalz-template.framer.website/team)
09:40:45	87743/87743	---MC-	200	added ('OK')	image/png	etag:%2262a507da040f41faf99a5ab2ad47444c%22	https://framerusercontent.com/images/rRxoZdlBSwp4yAd47wxWkxpI7s.png?scale-down-to=512&width=1080&height=1080%20512w,https://framerusercontent.com/images/rRxoZdlBSwp4yAd47wxWkxpI7s.png?scale-down-to=1024&width=1080&height=1080%201024w,https://framerusercontent.com/images/rRxoZdlBSwp4yAd47wxWkxpI7s.png?width=1080&height=1080%201080w	C:/My%20Web%20Sites/web/framerusercontent.com/images/rRxoZdlBSwp4yAd47wxWkxpI7s956c.png	(from https://goalz-template.framer.website/team)
09:40:46	89929/89929	---MC-	200	added ('OK')	image/png	etag:%224ded3a0fa16df36c0e8439af9befa232%22	https://framerusercontent.com/images/7krm8ex97ImQRE2qpsrNHhHGA0.png?scale-down-to=512&width=1080&height=1080%20512w,https://framerusercontent.com/images/7krm8ex97ImQRE2qpsrNHhHGA0.png?scale-down-to=1024&width=1080&height=1080%201024w,https://framerusercontent.com/images/7krm8ex97ImQRE2qpsrNHhHGA0.png?width=1080&height=1080%201080w	C:/My%20Web%20Sites/web/framerusercontent.com/images/7krm8ex97ImQRE2qpsrNHhHGA0e20c.png	(from https://goalz-template.framer.website/team)
09:40:47	81465/81465	---MC-	200	added ('OK')	image/png	etag:%22cd4350ba57131bfbdb445b9e277aabd9%22	https://framerusercontent.com/images/OGtOMTsrfmphGxS9js9Hro785Qc.png?scale-down-to=512&width=1080&height=1080%20512w,https://framerusercontent.com/images/OGtOMTsrfmphGxS9js9Hro785Qc.png?scale-down-to=1024&width=1080&height=1080%201024w,https://framerusercontent.com/images/OGtOMTsrfmphGxS9js9Hro785Qc.png?width=1080&height=1080%201080w	C:/My%20Web%20Sites/web/framerusercontent.com/images/OGtOMTsrfmphGxS9js9Hro785Qcc8de.png	(from https://goalz-template.framer.website/team)
09:40:48	111978/111978	---MC-	200	added ('OK')	image/png	etag:%22308871b4091ecc9df4f59796f848e7c3%22	https://framerusercontent.com/images/NJLB5NgRBfBsEOYYeh8uGLEI.png?scale-down-to=512&width=1080&height=1080%20512w,https://framerusercontent.com/images/NJLB5NgRBfBsEOYYeh8uGLEI.png?scale-down-to=1024&width=1080&height=1080%201024w,https://framerusercontent.com/images/NJLB5NgRBfBsEOYYeh8uGLEI.png?width=1080&height=1080%201080w	C:/My%20Web%20Sites/web/framerusercontent.com/images/NJLB5NgRBfBsEOYYeh8uGLEI967b.png	(from https://goalz-template.framer.website/team)
09:40:48	177598/177598	---MC-	200	added ('OK')	image/png	etag:%22fcebf6e5a52743cae07b0bb9dd59b40f%22	https://framerusercontent.com/images/GVRdscacIm2hQ6DuL34TKcOYFIE.png?width=1200&height=678	C:/My%20Web%20Sites/web/framerusercontent.com/images/GVRdscacIm2hQ6DuL34TKcOYFIEc500.png	(from https://goalz-template.framer.website/contact-us)
09:40:49	2031095/2031095	---MC-	200	added ('OK')	image/png	etag:%22670eae9210e7d37ca22db352b77358ce%22	https://framerusercontent.com/images/8frELYmTLnyOmTFdKLZCoUgR7w.jpg?width=2400&height=1700	C:/My%20Web%20Sites/web/framerusercontent.com/images/8frELYmTLnyOmTFdKLZCoUgR7w0035.png	(from https://goalz-template.framer.website/register)
09:40:50	543749/543749	---MC-	200	added ('OK')	image/jpeg	etag:%22eb6e26b8ad1817dffda7a2ade03f658a%22	https://framerusercontent.com/images/GjbwHc99doP35RUBEe0le5LD2g.jpg?width=1920&height=1280	C:/My%20Web%20Sites/web/framerusercontent.com/images/GjbwHc99doP35RUBEe0le5LD2gb04d.jpg	(from https://goalz-template.framer.website/programs/goalkeeper-academy)
09:40:50	66359/66359	---MC-	200	added ('OK')	image/jpeg	etag:%220b81866253d3c1a8273d3f9dbf58e1e1%22	https://framerusercontent.com/images/GjbwHc99doP35RUBEe0le5LD2g.jpg?scale-down-to=512&width=1920&height=1280%20512w,https://framerusercontent.com/images/GjbwHc99doP35RUBEe0le5LD2g.jpg?scale-down-to=1024&width=1920&height=1280%201024w,https://framerusercontent.com/images/GjbwHc99doP35RUBEe0le5LD2g.jpg?width=1920&height=1280%201920w	C:/My%20Web%20Sites/web/framerusercontent.com/images/GjbwHc99doP35RUBEe0le5LD2gfa86.jpg	(from https://goalz-template.framer.website/programs/goalkeeper-academy)
09:40:51	970813/970813	---MC-	200	added ('OK')	image/jpeg	etag:%22c322b7b6804cee6b10db7b45b566979a%22	https://framerusercontent.com/images/ehL0QG4EPsejgUZUtzzovB0cMDY.jpg?width=2400&height=1601	C:/My%20Web%20Sites/web/framerusercontent.com/images/ehL0QG4EPsejgUZUtzzovB0cMDYa150.jpg	(from https://goalz-template.framer.website/faq)
09:40:51	715581/715581	---MC-	200	added ('OK')	image/jpeg	etag:%2293ae29e3333662e3910e10479a30434b%22	https://framerusercontent.com/images/8luXmtI1JhoLnzTuEu1eAoLnw.jpg?width=2400&height=1715	C:/My%20Web%20Sites/web/framerusercontent.com/images/8luXmtI1JhoLnzTuEu1eAoLnw9847.jpg	(from https://goalz-template.framer.website/gallery)
09:40:52	615647/615647	---MC-	200	added ('OK')	image/jpeg	etag:%22e741a86ece950c057afaf829132dd299%22	https://framerusercontent.com/images/ZJJ3HpDvW9i83aZYV33MRS1EiQ.jpg?width=1920&height=1440	C:/My%20Web%20Sites/web/framerusercontent.com/images/ZJJ3HpDvW9i83aZYV33MRS1EiQ98cd.jpg	(from https://goalz-template.framer.website/gallery)
09:40:52	477994/477994	---MC-	200	added ('OK')	image/jpeg	etag:%2246705e34d6686eff6a1e91e7991fde43%22	https://framerusercontent.com/images/KgVBy7PZZzwNmFGmh8hRDE19bw.jpg?width=1920&height=1313	C:/My%20Web%20Sites/web/framerusercontent.com/images/KgVBy7PZZzwNmFGmh8hRDE19bw6b89.jpg	(from https://goalz-template.framer.website/gallery)
09:40:53	251179/251179	---MC-	200	added ('OK')	image/jpeg	etag:%2229030bd198f480eea2c2a846d5939392%22	https://framerusercontent.com/images/DnAKD7tTUY57WFuZIwBRdqilQw.jpg?width=1500&height=841	C:/My%20Web%20Sites/web/framerusercontent.com/images/DnAKD7tTUY57WFuZIwBRdqilQwad48.jpg	(from https://goalz-template.framer.website/gallery)
09:40:54	721425/721425	---MC-	200	added ('OK')	image/jpeg	etag:%2206be465d3113a5c6edd729eebfb8ba67%22	https://framerusercontent.com/images/TI6399FhR52h5an3SQGinHx3po.jpg?width=1920&height=1280	C:/My%20Web%20Sites/web/framerusercontent.com/images/TI6399FhR52h5an3SQGinHx3pob04d.jpg	(from https://goalz-template.framer.website/gallery)
09:40:54	863693/863693	---MC-	200	added ('OK')	image/jpeg	etag:%22cbec6e3a2c6938f8803673082a7d88a7%22	https://framerusercontent.com/images/sYtHGgtkYLFjWegCeRnxbweWY54.jpg?width=1920&height=1277	C:/My%20Web%20Sites/web/framerusercontent.com/images/sYtHGgtkYLFjWegCeRnxbweWY54c904.jpg	(from https://goalz-template.framer.website/gallery)
09:40:55	565799/565799	---MC-	200	added ('OK')	image/jpeg	etag:%2255897e4fa429bae2f36d1c2251448124%22	https://framerusercontent.com/images/ewqiBNe8xgB98rjoAx89F9mKNhE.jpg?width=1920&height=1079	C:/My%20Web%20Sites/web/framerusercontent.com/images/ewqiBNe8xgB98rjoAx89F9mKNhE80c1.jpg	(from https://goalz-template.framer.website/gallery)
09:40:56	523607/523607	---MC-	200	added ('OK')	image/jpeg	etag:%2220416fc1d307f850f9516bcab2e6b132%22	https://framerusercontent.com/images/tCEa70xRU8XZOmzi6wrS4HEKlo.jpg?width=1920&height=1280	C:/My%20Web%20Sites/web/framerusercontent.com/images/tCEa70xRU8XZOmzi6wrS4HEKlob04d.jpg	(from https://goalz-template.framer.website/gallery)
09:40:56	733113/733113	---MC-	200	added ('OK')	image/jpeg	etag:%22f6dd134788d006f51851d3b7a0de76fb%22	https://framerusercontent.com/images/7suXESK2S61tz4m790NmhBp77mA.jpg?width=2400&height=1641	C:/My%20Web%20Sites/web/framerusercontent.com/images/7suXESK2S61tz4m790NmhBp77mA233d.jpg	(from https://goalz-template.framer.website/coaches)
09:40:58	356871/356871	---MC-	200	added ('OK')	image/png	etag:%22536fd5c1e5a4c3c4fa35ab1f2e455984%22	https://framerusercontent.com/images/shlreMNz2SqsxXUlpVDWJPCRA.png?width=800&height=1200	C:/My%20Web%20Sites/web/framerusercontent.com/images/shlreMNz2SqsxXUlpVDWJPCRAdf7a.png	(from https://goalz-template.framer.website/coaches)
09:40:58	402470/402470	---MC-	200	added ('OK')	image/jpeg	etag:%22888a87cf97e7cfa1c507fa0a8718e982%22	https://framerusercontent.com/images/fCM7nnXJThurxp0Kd4jZHEV7GQw.jpg?width=2400&height=1600	C:/My%20Web%20Sites/web/framerusercontent.com/images/fCM7nnXJThurxp0Kd4jZHEV7GQwee45.jpg	(from https://goalz-template.framer.website/events)
09:41:00	307693/307693	---M-Z	200	added ('OK')	text/html	etag:%22b64bc66e3158d3db01df1832f5e34aa7%22	https://goalz-template.framer.website/events/velocity-cup	C:/My%20Web%20Sites/web/goalz-template.framer.website/events/velocity-cup.html	(from https://goalz-template.framer.website/events)
09:41:00	1005367/1005367	---MC-	200	added ('OK')	image/jpeg	etag:%2220d1e9a86e2db500c0e32747ab5194fe%22	https://framerusercontent.com/images/VevQl4dsTjdpbAyo66Xfe3lQQ.jpg?width=2400&height=1600	C:/My%20Web%20Sites/web/framerusercontent.com/images/VevQl4dsTjdpbAyo66Xfe3lQQee45.jpg	(from https://goalz-template.framer.website/events)
09:41:01	307728/307728	---M-Z	200	added ('OK')	text/html	etag:%22aa7d7592e36827b5a748cc7570486ea0%22	https://goalz-template.framer.website/events/continental-youth-cup	C:/My%20Web%20Sites/web/goalz-template.framer.website/events/continental-youth-cup.html	(from https://goalz-template.framer.website/events)
09:41:02	1055314/1055314	---MC-	200	added ('OK')	image/jpeg	etag:%229c94ac175c68f933ae5267a278b5e2d7%22	https://framerusercontent.com/images/akxnC2CQFDOCrh4H7cTq5xUuhU.jpg?width=2400&height=1600	C:/My%20Web%20Sites/web/framerusercontent.com/images/akxnC2CQFDOCrh4H7cTq5xUuhUee45.jpg	(from https://goalz-template.framer.website/events)
09:41:02	305987/305987	---M-Z	200	added ('OK')	text/html	etag:%22cfa764b6dcf5f67aabdbbd861e8b9bbc%22	https://goalz-template.framer.website/events/academy-masters-cup	C:/My%20Web%20Sites/web/goalz-template.framer.website/events/academy-masters-cup.html	(from https://goalz-template.framer.website/events)
09:41:03	1013108/1013108	---MC-	200	added ('OK')	image/jpeg	etag:%22210717cc25366d7cf7ff24f6575bf83a%22	https://framerusercontent.com/images/ROgfhkFZcZKubF1kkEb2E21cBJ0.jpg?width=2400&height=1600	C:/My%20Web%20Sites/web/framerusercontent.com/images/ROgfhkFZcZKubF1kkEb2E21cBJ0ee45.jpg	(from https://goalz-template.framer.website/events)
09:41:03	307272/307272	---M-Z	200	added ('OK')	text/html	etag:%22fd7b347e67110ab0d414b24df2eef6f6%22	https://goalz-template.framer.website/events/future-pros-invitational	C:/My%20Web%20Sites/web/goalz-template.framer.website/events/future-pros-invitational.html	(from https://goalz-template.framer.website/events)
09:41:03	551469/551469	---MC-	200	added ('OK')	image/jpeg	etag:%22c6f365a02e8d4797efc3b4cf1547ca72%22	https://framerusercontent.com/images/bBmtqcRkdSrVhY26Fv6LXeTh4c.jpg?width=2400&height=1600	C:/My%20Web%20Sites/web/framerusercontent.com/images/bBmtqcRkdSrVhY26Fv6LXeTh4cee45.jpg	(from https://goalz-template.framer.website/events)
09:41:04	307478/307478	---M-Z	200	added ('OK')	text/html	etag:%2284839d02b3c2adc7d2c580e122cba9e9%22	https://goalz-template.framer.website/events/champions-league	C:/My%20Web%20Sites/web/goalz-template.framer.website/events/champions-league.html	(from https://goalz-template.framer.website/events)
09:41:04	693756/693756	---MC-	200	added ('OK')	image/jpeg	etag:%225c4fa9e249078a2c61536b5199576c30%22	https://framerusercontent.com/images/UMx6lXoSzGvXVwuFzGTBx26Esis.jpg?width=2400&height=1358	C:/My%20Web%20Sites/web/framerusercontent.com/images/UMx6lXoSzGvXVwuFzGTBx26Esis66ef.jpg	(from https://goalz-template.framer.website/events)
09:41:06	307637/307637	---M-Z	200	added ('OK')	text/html	etag:%225c75173319ba26101e9eea6d6e6af9d3%22	https://goalz-template.framer.website/events/elite-rising-stars-cup	C:/My%20Web%20Sites/web/goalz-template.framer.website/events/elite-rising-stars-cup.html	(from https://goalz-template.framer.website/events)
09:41:06	806410/806410	---MC-	200	added ('OK')	image/jpeg	etag:%22c614bcfcb524a02914666a1360d350f6%22	https://framerusercontent.com/images/TvOPR9Drfff96KVztAFANYAEqR4.jpg?width=2400&height=1600	C:/My%20Web%20Sites/web/framerusercontent.com/images/TvOPR9Drfff96KVztAFANYAEqR4ee45.jpg	(from https://goalz-template.framer.website/events)
09:41:06	49373/49373	---MC-	200	added ('OK')	image/jpeg	etag:%22bab963e250963c60deea27bd27775838%22	https://framerusercontent.com/images/VevQl4dsTjdpbAyo66Xfe3lQQ.jpg?scale-down-to=512&width=2400&height=1600%20512w,https://framerusercontent.com/images/VevQl4dsTjdpbAyo66Xfe3lQQ.jpg?scale-down-to=1024&width=2400&height=1600%201024w,https://framerusercontent.com/images/VevQl4dsTjdpbAyo66Xfe3lQQ.jpg?scale-down-to=2048&width=2400&height=1600%202048w,https://framerusercontent.com/images/VevQl4dsTjdpbAyo66Xfe3lQQ.jpg?width=2400&height=1600%202400w	C:/My%20Web%20Sites/web/framerusercontent.com/images/VevQl4dsTjdpbAyo66Xfe3lQQ4aa3.jpg	(from https://goalz-template.framer.website/events)
09:41:07	51757/51757	---MC-	200	added ('OK')	image/jpeg	etag:%22d318bd09bcf48e3fc09a5f0ab06e7bb5%22	https://framerusercontent.com/images/akxnC2CQFDOCrh4H7cTq5xUuhU.jpg?scale-down-to=512&width=2400&height=1600%20512w,https://framerusercontent.com/images/akxnC2CQFDOCrh4H7cTq5xUuhU.jpg?scale-down-to=1024&width=2400&height=1600%201024w,https://framerusercontent.com/images/akxnC2CQFDOCrh4H7cTq5xUuhU.jpg?scale-down-to=2048&width=2400&height=1600%202048w,https://framerusercontent.com/images/akxnC2CQFDOCrh4H7cTq5xUuhU.jpg?width=2400&height=1600%202400w	C:/My%20Web%20Sites/web/framerusercontent.com/images/akxnC2CQFDOCrh4H7cTq5xUuhUb015.jpg	(from https://goalz-template.framer.website/events)
09:41:08	48183/48183	---MC-	200	added ('OK')	image/jpeg	etag:%229270682f965a69832424e58453aacbdc%22	https://framerusercontent.com/images/ROgfhkFZcZKubF1kkEb2E21cBJ0.jpg?scale-down-to=512&width=2400&height=1600%20512w,https://framerusercontent.com/images/ROgfhkFZcZKubF1kkEb2E21cBJ0.jpg?scale-down-to=1024&width=2400&height=1600%201024w,https://framerusercontent.com/images/ROgfhkFZcZKubF1kkEb2E21cBJ0.jpg?scale-down-to=2048&width=2400&height=1600%202048w,https://framerusercontent.com/images/ROgfhkFZcZKubF1kkEb2E21cBJ0.jpg?width=2400&height=1600%202400w	C:/My%20Web%20Sites/web/framerusercontent.com/images/ROgfhkFZcZKubF1kkEb2E21cBJ0631e.jpg	(from https://goalz-template.framer.website/events)
09:41:08	48637/48637	---MC-	200	added ('OK')	image/jpeg	etag:%223bb52e8c8ce17194b5e4567ec71e3ac1%22	https://framerusercontent.com/images/bBmtqcRkdSrVhY26Fv6LXeTh4c.jpg?scale-down-to=512&width=2400&height=1600%20512w,https://framerusercontent.com/images/bBmtqcRkdSrVhY26Fv6LXeTh4c.jpg?scale-down-to=1024&width=2400&height=1600%201024w,https://framerusercontent.com/images/bBmtqcRkdSrVhY26Fv6LXeTh4c.jpg?scale-down-to=2048&width=2400&height=1600%202048w,https://framerusercontent.com/images/bBmtqcRkdSrVhY26Fv6LXeTh4c.jpg?width=2400&height=1600%202400w	C:/My%20Web%20Sites/web/framerusercontent.com/images/bBmtqcRkdSrVhY26Fv6LXeTh4c1197.jpg	(from https://goalz-template.framer.website/events)
09:41:09	43568/43568	---MC-	200	added ('OK')	image/jpeg	etag:%223a042298592ac6e486282e1605a83a48%22	https://framerusercontent.com/images/UMx6lXoSzGvXVwuFzGTBx26Esis.jpg?scale-down-to=512&width=2400&height=1358%20512w,https://framerusercontent.com/images/UMx6lXoSzGvXVwuFzGTBx26Esis.jpg?scale-down-to=1024&width=2400&height=1358%201024w,https://framerusercontent.com/images/UMx6lXoSzGvXVwuFzGTBx26Esis.jpg?scale-down-to=2048&width=2400&height=1358%202048w,https://framerusercontent.com/images/UMx6lXoSzGvXVwuFzGTBx26Esis.jpg?width=2400&height=1358%202400w	C:/My%20Web%20Sites/web/framerusercontent.com/images/UMx6lXoSzGvXVwuFzGTBx26Esis0b7b.jpg	(from https://goalz-template.framer.website/events)
09:41:12	38752/38752	---MC-	200	added ('OK')	image/jpeg	etag:%2265dc41fe2218be57bac695790abaa2f5%22	https://framerusercontent.com/images/TvOPR9Drfff96KVztAFANYAEqR4.jpg?scale-down-to=512&width=2400&height=1600%20512w,https://framerusercontent.com/images/TvOPR9Drfff96KVztAFANYAEqR4.jpg?scale-down-to=1024&width=2400&height=1600%201024w,https://framerusercontent.com/images/TvOPR9Drfff96KVztAFANYAEqR4.jpg?scale-down-to=2048&width=2400&height=1600%202048w,https://framerusercontent.com/images/TvOPR9Drfff96KVztAFANYAEqR4.jpg?width=2400&height=1600%202400w	C:/My%20Web%20Sites/web/framerusercontent.com/images/TvOPR9Drfff96KVztAFANYAEqR41267.jpg	(from https://goalz-template.framer.website/events)
09:41:13	77179/77179	---MC-	200	added ('OK')	image/jpeg	etag:%229767bca1db164d3e062931e460d7faf3%22	https://framerusercontent.com/images/sYtHGgtkYLFjWegCeRnxbweWY54.jpg?scale-down-to=512&width=1920&height=1277%20512w,https://framerusercontent.com/images/sYtHGgtkYLFjWegCeRnxbweWY54.jpg?scale-down-to=1024&width=1920&height=1277%201024w,https://framerusercontent.com/images/sYtHGgtkYLFjWegCeRnxbweWY54.jpg?width=1920&height=1277%201920w	C:/My%20Web%20Sites/web/framerusercontent.com/images/sYtHGgtkYLFjWegCeRnxbweWY5425a4.jpg	(from https://goalz-template.framer.website/programs/group-trainings)
09:41:14	478027/478027	---MC-	200	added ('OK')	image/jpeg	etag:%228637aad188470d2aaca213ed72e2fc46%22	https://framerusercontent.com/images/sDRQKUAKkmtI6PTacR8KLlkHD8E.jpg?width=1920&height=1313	C:/My%20Web%20Sites/web/framerusercontent.com/images/sDRQKUAKkmtI6PTacR8KLlkHD8E6b89.jpg	(from https://goalz-template.framer.website/programs/personal-trainings)
09:41:14	43621/43621	---MC-	200	added ('OK')	image/jpeg	etag:%229b7c5a68e34888a4ab1ca5411403ba9a%22	https://framerusercontent.com/images/sDRQKUAKkmtI6PTacR8KLlkHD8E.jpg?scale-down-to=512&width=1920&height=1313%20512w,https://framerusercontent.com/images/sDRQKUAKkmtI6PTacR8KLlkHD8E.jpg?scale-down-to=1024&width=1920&height=1313%201024w,https://framerusercontent.com/images/sDRQKUAKkmtI6PTacR8KLlkHD8E.jpg?width=1920&height=1313%201920w	C:/My%20Web%20Sites/web/framerusercontent.com/images/sDRQKUAKkmtI6PTacR8KLlkHD8E4ac8.jpg	(from https://goalz-template.framer.website/programs/personal-trainings)
09:41:15	41594/41594	---MC-	200	added ('OK')	image/jpeg	etag:%229da0d8c7ede38c9853f6fc1d9316ba23%22	https://framerusercontent.com/images/ewqiBNe8xgB98rjoAx89F9mKNhE.jpg?scale-down-to=512&width=1920&height=1079%20512w,https://framerusercontent.com/images/ewqiBNe8xgB98rjoAx89F9mKNhE.jpg?scale-down-to=1024&width=1920&height=1079%201024w,https://framerusercontent.com/images/ewqiBNe8xgB98rjoAx89F9mKNhE.jpg?width=1920&height=1079%201920w	C:/My%20Web%20Sites/web/framerusercontent.com/images/ewqiBNe8xgB98rjoAx89F9mKNhE4540.jpg	(from https://goalz-template.framer.website/programs/player-camps-events)
09:41:16	600826/600826	---MC-	200	added ('OK')	image/jpeg	etag:%226644ea156d2f4549955aa01f027e61b0%22	https://framerusercontent.com/images/cJ5xi9y0t50Pxv9jIYQe5vJueE.jpg?width=1920&height=1087	C:/My%20Web%20Sites/web/framerusercontent.com/images/cJ5xi9y0t50Pxv9jIYQe5vJueE9d37.jpg	(from https://goalz-template.framer.website/programs/tactical-intelligence)
09:41:16	48617/48617	---MC-	200	added ('OK')	image/jpeg	etag:%22b82940d3f3bf10d15968b2ff89315039%22	https://framerusercontent.com/images/cJ5xi9y0t50Pxv9jIYQe5vJueE.jpg?scale-down-to=512&width=1920&height=1087%20512w,https://framerusercontent.com/images/cJ5xi9y0t50Pxv9jIYQe5vJueE.jpg?scale-down-to=1024&width=1920&height=1087%201024w,https://framerusercontent.com/images/cJ5xi9y0t50Pxv9jIYQe5vJueE.jpg?width=1920&height=1087%201920w	C:/My%20Web%20Sites/web/framerusercontent.com/images/cJ5xi9y0t50Pxv9jIYQe5vJueEb17d.jpg	(from https://goalz-template.framer.website/programs/tactical-intelligence)
09:41:17	551859/551859	---MC-	200	added ('OK')	image/jpeg	etag:%22e732e316919732f6b02a67b9759ec8ea%22	https://framerusercontent.com/images/7YwNYlwnCchhW29QRvE81kl0M.jpg?width=1920&height=1281	C:/My%20Web%20Sites/web/framerusercontent.com/images/7YwNYlwnCchhW29QRvE81kl0Mb5f9.jpg	(from https://goalz-template.framer.website/programs/player-performance)
09:41:21	58676/58676	---MC-	200	added ('OK')	image/jpeg	etag:%220970cd074f6ed3e5d628cc5a848be31a%22	https://framerusercontent.com/images/7YwNYlwnCchhW29QRvE81kl0M.jpg?scale-down-to=512&width=1920&height=1281%20512w,https://framerusercontent.com/images/7YwNYlwnCchhW29QRvE81kl0M.jpg?scale-down-to=1024&width=1920&height=1281%201024w,https://framerusercontent.com/images/7YwNYlwnCchhW29QRvE81kl0M.jpg?width=1920&height=1281%201920w	C:/My%20Web%20Sites/web/framerusercontent.com/images/7YwNYlwnCchhW29QRvE81kl0M6f92.jpg	(from https://goalz-template.framer.website/programs/player-performance)
